CLIENTNUM,Attrition_Flag,Customer_Age,Dependent_count,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Risk_Score,Attrition_Confidence_Score,R_score,M_score,F_score,Cus_Segmentation,Risk_Status,CLV,Risk_Score,Gender_M,Education_Level_Doctorate,Education_Level_Graduate,Education_Level_High School,Education_Level_Not_Specified,Education_Level_Post-Graduate,Education_Level_Uneducated,Marital_Status_Married,Marital_Status_Single,Marital_Status_Unknown,Income_Category_$40K - $60K,Income_Category_$60K - $80K,Income_Category_$80K - $120K,Income_Category_Less than $40K,Income_Category_Unknown,Card_Category_Gold,Card_Category_Platinum,Card_Category_Silver,Cluster,Customer_Segment
708139833,1,0.29787234042553196,3,30,4,2,3,0.14972927254563861,0.0,6391.0,0.632000029087067,0.10086792032936465,0.2635658914728683,0.418999999761581,0.0,0.994989991188049,0.0050099999643862,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,69690.0,Low Risk,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,2,Average
708145908,0,0.7446808510638299,0,50,3,3,0,0.10483497813604833,0.8680969408025427,2721.0,0.660000026226044,0.19411371981751419,0.47286821705426363,1.08800005912781,0.445445432545055,5.69399999221787e-05,0.999939978122711,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,199950.0,Low Risk,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,At Risk
708147108,0,0.0,0,36,6,1,3,0.5939258164918407,1.0,18567.0,0.763000011444092,0.10008901746967844,0.47286821705426363,0.542999982833862,0.11911912032853116,7.94939987827092e-05,0.999920010566711,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,83124.0,Medium Risk,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0,High Value
708148158,0,0.2765957446808511,4,21,2,3,2,0.011751117875355759,0.0,1827.0,0.563000023365021,0.20568599087570935,0.5891472868217055,0.791999995708466,0.0,0.0002073500072583,0.999790012836456,Low Recency,Low Monetary,High Frequency,,NORMAL,88347.0,Medium Risk,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2,Average
708151008,0,0.4893617021276597,4,41,5,1,2,0.1454665819653341,0.255860150973381,5606.0,1.05999994277954,0.10698787136975632,0.2403100775193799,1.15799999237061,0.10310310189369119,5.77620012336411e-05,0.999939978122711,High Recency,Low Monetary,Low Frequency,,NORMAL,99753.0,Low Risk,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2,Average
708152358,1,0.5957446808510638,1,36,1,3,2,0.5161695032113921,0.6611044894715932,16848.0,0.888999998569489,0.41777011238455547,0.36434108527131787,0.583000004291534,0.09009009250891345,0.994989991188049,0.0050099999643862,High Recency,High Monetary,Low Frequency,Big Spenders,NORMAL,288684.0,Very Low Risk,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,0,High Value
708153558,0,0.4255319148936171,5,31,1,2,2,1.0,0.7159316646801748,32714.0,0.870999991893768,0.4131523311449872,0.7054263565891473,0.485000014305115,0.052052052455189284,0.0001700400025583,0.999830007553101,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,246016.0,Very Low Risk,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,High Value
708154833,1,0.2765957446808511,2,27,1,3,3,0.0,0.32220897894318634,627.299987792969,0.570999979972839,0.10159118727050184,0.27906976744186046,0.277999997138977,0.564564567789662,0.996710002422333,0.003293789923191,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,63072.0,High Risk,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,At Risk
708155733,0,0.574468085106383,2,44,4,2,2,0.4019535811377004,0.6491855383392928,13100.0,0.989000022411346,0.04334038054968288,0.10077519379844962,0.916999995708466,0.11111111111111067,0.0001106499985326,0.999890029430389,High Recency,Low Monetary,Low Frequency,,NORMAL,56716.0,Very Low Risk,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,High Value
708158133,1,0.4042553191489362,3,36,3,2,2,0.04815026297242424,1.0,514.0,0.409000009298325,0.09335707132524758,0.310077519379845,0.388999998569489,0.8308308034174998,0.991370022296906,0.0086300000548362,High Recency,Low Monetary,Low Frequency,,NORMAL,78768.0,Very Low Risk,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,1,At Risk
708160008,0,0.38297872340425543,1,33,2,2,3,1.0,0.42034167659912597,33458.0,0.734000027179718,0.3839991098253032,0.5736434108527133,0.584999978542328,0.031031030123972278,0.0001847499952418,0.999819993972778,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,244596.0,Very Low Risk,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,0,High Value
708161133,0,0.4042553191489362,1,32,5,1,2,0.15692445239040798,0.5518474374255066,5240.0,0.828000009059906,0.18810504061422054,0.45736434108527135,0.64300000667572,0.21021020093805418,5.16969994350802e-05,0.999949991703033,Low Recency,Low Monetary,High Frequency,,NORMAL,124512.0,Low Risk,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1,At Risk
708162558,0,0.8085106382978725,0,54,6,1,2,0.05477103770353553,0.7914183551847438,1258.0,0.714999973773956,0.04701235117391789,0.20155038759689928,0.564999997615814,0.6136135813626364,4.85950004076585e-05,0.999949991703033,High Recency,Low Monetary,Low Frequency,,NORMAL,73170.0,Medium Risk,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,1,At Risk
708163758,0,0.3191489361702127,3,33,2,4,3,1.0,0.2534763607469209,33878.0,0.723999977111816,0.6996216757538666,1.0,0.675000011920929,0.01801801701017496,0.0004169600142631,0.999580025672913,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,431805.0,Very Low Risk,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,0,High Value
708170508,1,0.2553191489361702,2,36,2,3,2,0.0,0.0,1438.30004882813,0.460999995470047,0.06348058306442639,0.24806201550387605,0.5,0.0,0.994470000267029,0.0055300001986324,High Recency,Low Monetary,Low Frequency,,NORMAL,59436.0,Low Risk,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,2,Average
708171858,0,0.14893617021276598,3,28,5,2,3,0.012869696254584603,0.42947953913388953,783.0,1.41600000858307,0.11666852119728496,0.2635658914728683,1.75,0.5805805563923472,0.0002337299956707,0.999769985675812,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,72996.0,Low Risk,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,1,At Risk
708173433,0,0.0,1,14,4,2,4,0.12717631387253805,0.9233214143822011,3321.0,0.654999971389771,0.10971403137865807,0.36434108527131787,0.726999998092651,0.41241240757476577,0.0003369199985172,0.999660015106201,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,34748.0,Low Risk,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,1,At Risk
708174708,0,0.2553191489361702,4,27,6,2,4,0.12385081058293876,0.5069527214938419,4259.0,0.635999977588654,0.06976744186046512,0.2170542635658915,0.899999976158142,0.231231234456329,0.0003424799942877,0.999660015106201,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,47628.0,Low Risk,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,At Risk
708176208,0,0.46808510638297873,1,36,4,4,1,0.17624260331817107,0.0,7268.0,0.690999984741211,0.20524090352731722,0.5426356589147288,0.904999971389771,0.0,0.0001230500056408,0.999880015850067,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,151164.0,Low Risk,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,2,Average
708177333,0,0.5319148936170213,2,36,5,3,0,0.296958372730625,0.9872864521255463,8776.0,0.736000001430511,0.03605207521976188,0.12403100775193801,0.85699999332428,0.22122121920553517,5.82840002607554e-05,0.999939978122711,High Recency,Low Monetary,Low Frequency,,NORMAL,41688.0,Medium Risk,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,1,At Risk
708178608,0,0.10638297872340421,0,36,4,2,2,0.031734369461038706,0.0,2488.0,1.04999995231628,0.20674307332814065,0.4883720930232559,0.521000027656555,0.0,9.76730007096194e-05,0.999899983406067,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,152136.0,Medium Risk,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,Average
708185208,0,0.021276595744680774,0,16,4,1,2,0.05259434464125237,0.44417957886372667,2060.0,0.64300000667572,0.08345387782352287,0.16279069767441862,0.550000011920929,0.3523523459021566,4.72630017611664e-05,0.999949991703033,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,32160.0,Low Risk,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,1,At Risk
708186933,1,0.14893617021276598,1,36,4,3,2,0.011509263090657626,0.288041319030592,1094.0,0.736999988555908,0.09702904194948259,0.27131782945736443,0.40599998831749,0.3993993832739104,0.994109988212585,0.0058900001458823,High Recency,Low Monetary,Low Frequency,,NORMAL,81144.0,Low Risk,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,1,At Risk
708190158,1,0.2553191489361702,3,26,2,3,0,0.044794527834737696,0.9638458482320222,494.0,0.982999980449677,0.12462445754979415,0.2403100775193799,0.367000013589859,0.83183179151811,0.985279977321625,0.0147200003266335,Low Recency,Low Monetary,Low Frequency,At Risk Customers,High Risk,71500.0,High Risk,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,1,At Risk
708193008,0,0.3191489361702127,4,30,3,3,4,0.3942746917235348,0.0,14480.0,0.703000009059906,0.061533325915210865,0.25581395348837216,0.653999984264374,0.0,0.0005563999875448,0.999440014362335,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,48480.0,Very Low Risk,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,2,Average
708195633,0,0.29787234042553196,2,32,5,2,3,1.0,0.4696066746126341,33334.0,0.612999975681305,0.10737732279959941,0.34108527131782945,0.542999982833862,0.03403403544501432,0.0001681499998085,0.999830007553101,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,78080.0,Very Low Risk,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0,High Value
708197358,1,0.6595744680851063,2,48,4,1,3,0.8798888675492915,0.10488676996424315,30279.0,0.882000029087067,0.40469567152553687,0.41085271317829464,0.703000009059906,0.00900900850508748,0.989610016345978,0.0103900004178286,High Recency,High Monetary,Low Frequency,Big Spenders,NORMAL,373632.0,Very Low Risk,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,0,High Value
708204033,0,0.21276595744680854,5,24,3,1,1,0.046608438719973666,0.8315454906634883,887.0,0.522000014781952,0.2015132969845332,0.4651162790697675,0.666999995708466,0.7027027156030937,3.76909993065055e-05,0.999960005283356,Low Recency,Low Monetary,High Frequency,,NORMAL,99168.0,High Risk,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,1,At Risk
708205083,0,0.2553191489361702,1,28,6,4,3,0.0,0.0,1438.30004882813,0.767000019550323,0.23951262935351064,0.5503875968992249,0.652999997138977,0.0,0.000333589996444,0.999670028686523,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,134820.0,High Risk,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2,Average
708207783,0,0.5106382978723405,3,42,1,3,2,0.00116997104481259,0.0,1477.0,0.685000002384186,0.23200178034939356,0.5426356589147288,0.777999997138977,0.0,0.0001814499992178,0.999819993972778,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,196560.0,High Risk,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,Average
708208758,0,0.574468085106383,1,45,6,3,2,0.011720886027268486,0.3508144616607072,943.0,0.953000009059906,0.09396906642928675,0.29457364341085274,1.0,0.4844844756154662,0.0001688299962552,0.999830007553101,High Recency,Low Monetary,Low Frequency,,NORMAL,98955.0,Very Low Risk,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,1,At Risk
708211383,0,0.19148936170212766,3,27,3,3,3,0.03705517472439755,0.0,2664.0,0.731000006198883,0.18893957939245576,0.49612403100775204,0.574000000953674,0.0,0.0003139000036753,0.999689996242523,Low Recency,Low Monetary,High Frequency,,NORMAL,105462.0,High Risk,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,2,Average
708212658,0,0.2553191489361702,3,18,6,3,2,0.02281597427529518,0.500595947556615,933.0,0.885999977588654,0.07171469900968065,0.2868217054263566,0.566999971866608,0.5755755562249892,0.0001866499951574,0.999809980392456,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,32382.0,High Risk,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,At Risk
708216108,0,0.6382978723404256,1,44,5,1,4,0.0801053264006646,0.6185935637663885,2531.0,1.24800002574921,0.09680649827528653,0.22480620155038764,0.85699999332428,0.38138138863785187,0.0001442200009478,0.999859988689423,High Recency,Low Monetary,Low Frequency,,NORMAL,99000.0,Low Risk,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,1,At Risk
708217758,0,0.7872340425531917,2,49,5,2,3,0.3808215193247013,0.8188319427890346,11974.0,2.27099990844727,0.06097696672972071,0.1550387596899225,1.5,0.14714714513146138,0.0001914299937197,0.999809980392456,High Recency,Low Monetary,Low Frequency,,NORMAL,78694.0,Low Risk,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,1,At Risk
708219108,0,0.4893617021276597,3,38,2,3,3,0.2575965065210044,0.4541120381406436,8816.0,0.66100001335144,0.3777678869478135,0.5193798449612403,0.638000011444092,0.11511511571982141,0.000305190013023,0.999689996242523,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,277400.0,Very Low Risk,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0,High Value
708219858,0,0.2765957446808511,2,26,6,3,2,0.15069669168443114,0.0,6423.0,1.05099999904633,0.21058195170802269,0.4651162790697675,0.795000016689301,0.0,0.0001798699959181,0.999819993972778,Low Recency,Low Monetary,High Frequency,,NORMAL,111670.0,Low Risk,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,2,Average
708222558,0,0.23404255319148942,2,36,6,2,3,0.026353100501505328,0.6011124354390147,797.0,0.681999981403351,0.20479581617892512,0.5193798449612403,0.833000004291534,0.6556556185670323,0.0002252499980386,0.999769985675812,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,150876.0,High Risk,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,1,At Risk
708223383,1,0.44680851063829796,3,39,6,3,4,0.30146291809562764,0.38895510528406835,10431.0,1.04900002479553,0.12384555469010794,0.2170542635658915,0.462000012397766,0.0860860879002036,0.998080015182495,0.0019164700061082,High Recency,Low Monetary,Low Frequency,,NORMAL,106704.0,Medium Risk,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2,Average
708224133,0,0.7446808510638299,0,49,1,2,3,0.0238740889583495,0.5880015891934843,748.0,0.532999992370605,0.21814843663068878,0.47286821705426363,0.651000022888184,0.6646646308011389,0.0001689100026851,0.999830007553101,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,217119.0,Low Risk,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,1,At Risk
708225483,0,0.44680851063829796,4,36,3,2,4,0.29638396761696684,0.6201827572506953,9681.0,0.828999996185303,0.20785579169912094,0.5503875968992249,0.800000011920929,0.13913913591404192,0.0003424799942877,0.999660015106201,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,152856.0,Very Low Risk,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0,High Value
708226833,0,0.574468085106383,1,44,1,6,3,1.0,0.3301549463647199,33685.0,0.726999998092651,0.7086346945588071,0.7519379844961243,0.754000008106232,0.024024023923239768,0.0002510600024834,0.999750018119812,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,582868.0,Very Low Risk,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,0,High Value
708229308,1,0.4893617021276597,2,41,5,2,2,0.05455941476692468,0.0,3243.0,0.685000002384186,0.3087237120284856,0.47286821705426363,0.820999979972839,0.0,0.992070019245148,0.0079300003126263,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,248419.0,High Risk,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,2,Average
708231183,0,0.08510638297872343,1,22,5,3,4,0.3355946745861511,0.3615415176797775,11629.0,0.856000006198883,0.11867141426504951,0.48062015503875977,0.674000024795532,0.073073071057387,0.0004980000085197,0.999499976634979,Low Recency,Low Monetary,High Frequency,,NORMAL,58146.0,Medium Risk,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,2,Average
708234558,0,0.6170212765957448,2,43,5,2,1,0.02420663928730943,0.5323798172427493,899.0,0.657999992370605,0.22421275175253141,0.4883720930232559,0.587000012397766,0.5985985808605615,6.67339991196059e-05,0.999930024147034,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,195220.0,High Risk,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,At Risk
708238833,0,0.6595744680851063,3,36,6,2,3,0.04818049482051151,0.8800158919348431,817.0,0.407999992370605,0.04879270056748637,0.1550387596899225,0.578999996185303,0.7317317285066341,0.0001931099977809,0.999809980392456,High Recency,Low Monetary,Low Frequency,,NORMAL,49932.0,High Risk,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,1,At Risk
