CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Attrition_Risk_Score,Attrition_Confidence_Score,R_score,M_score,F_score,Cus_Segmentation,Risk_Status,CLV
708112008,0,56,M,2,Graduate,Married,$80K - $120K,Blue,36,4,2,3,23510,1049,22461,0.437999993562698,1661,35,0.296000003814697,0.0450000017881393,0.000191429993719794,0.999809980392456,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,59796.00
708113208,0,53,F,1,High School,Married,Less than $40K,Blue,36,3,2,2,1688,0,1688,0.640999972820282,4375,69,0.605000019073486,0,0.000103860002127476,0.999899983406067,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,157500.00
708117933,1,44,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,2,3,1880,0,1880,0.518999993801117,2469,34,0.416999995708466,0,0.994799971580505,0.0052000000141561,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,88884.00
708119658,0,49,F,4,Graduate,Married,$40K - $60K,Blue,38,4,2,1,12836,1034,11802,0.662999987602234,2519,53,0.472000002861023,0.0810000002384186,7.1987000410445E-05,0.999930024147034,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,95722.00
708121908,1,48,M,4,Not_Specified,Married,$80K - $120K,Blue,36,2,3,2,22917,0,22917,0.574000000953674,2045,45,0.5,0,0.995199978351593,0.00479862978681922,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,73620.00
708123033,0,41,F,3,Graduate,Single,Less than $40K,Silver,30,2,1,1,11463,0,11463,0.907999992370605,14511,105,0.721000015735626,0,3.11410003632773E-05,0.999970018863678,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,435330.00
708125733,0,46,F,2,College,Divorced,Less than $40K,Blue,36,4,3,1,1438.30004882813,0,1438.30004882813,0.906000018119812,4311,77,0.833000004291534,0,0.00010545999975875,0.999890029430389,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,155196.00
708128733,0,50,F,3,Post-Graduate,Single,Unknown,Blue,36,5,4,3,1814,0,1814,0.851999998092651,5014,99,0.623000025749207,0,0.000446340010967106,0.999549984931946,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,180504.00
708129933,0,45,F,4,Graduate,Single,Less than $40K,Blue,36,5,3,2,2072,1544,528,0.902999997138977,4210,64,0.939000010490417,0.745000004768372,0.000188639998668805,0.999809980392456,High Recency,Low Monetary,Low Frequency,NULL,High Risk,151560.00
708132783,0,47,F,3,Uneducated,Single,Unknown,Blue,42,6,2,2,16411,1179,15232,0.848999977111816,3929,71,0.73199999332428,0.0719999969005585,0.000121440003567841,0.999880015850067,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,165018.00
708134283,0,35,M,2,Uneducated,Married,Less than $40K,Blue,36,4,3,3,3131,629,2502,0.749000012874603,1483,31,0.632000029087067,0.20100000500679,0.000311039999360219,0.999689996242523,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,53388.00
708136908,0,62,F,0,Graduate,Single,Less than $40K,Blue,53,5,2,2,2616,801,1815,0.718999981880188,4655,68,0.510999977588654,0.305999994277954,9.76730007096194E-05,0.999899983406067,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,246715.00
708139833,1,40,M,3,Graduate,Unknown,$60K - $80K,Blue,30,4,2,3,6391,0,6391,0.632000029087067,2323,44,0.418999999761581,0,0.994989991188049,0.00500999996438622,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,69690.00
708145908,0,61,F,0,Graduate,Married,$40K - $60K,Blue,50,3,3,0,4906,2185,2721,0.660000026226044,3999,71,1.08800005912781,0.444999992847443,5.69399999221787E-05,0.999939978122711,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,199950.00
708147108,0,26,M,0,Graduate,Divorced,Unknown,Blue,36,6,1,3,21084,2517,18567,0.763000011444092,2309,71,0.542999982833862,0.119000002741814,7.94939987827092E-05,0.999920010566711,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,83124.00
708148158,0,39,F,4,Not_Specified,Married,Unknown,Blue,21,2,3,2,1827,0,1827,0.563000023365021,4207,86,0.791999995708466,0,0.000207350007258356,0.999790012836456,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,88347.00
708151008,0,49,F,4,Graduate,Married,$40K - $60K,Blue,41,5,1,2,6250,644,5606,1.05999994277954,2433,41,1.15799999237061,0.103000000119209,5.77620012336411E-05,0.999939978122711,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,99753.00
708152358,1,54,M,1,Post-Graduate,Unknown,$80K - $120K,Blue,36,1,3,2,18512,1664,16848,0.888999998569489,8019,57,0.583000004291534,0.0900000035762787,0.994989991188049,0.00500999996438622,High Recency,High Monetary,Low Frequency,Big Spenders,NORMAL,288684.00
708153558,0,46,M,5,Doctorate,Divorced,$120K +,Blue,31,1,2,2,34516,1802,32714,0.870999991893768,7936,101,0.485000014305115,0.0520000010728836,0.00017004000255838,0.999830007553101,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,246016.00
708154833,1,39,F,2,Graduate,Single,Less than $40K,Blue,27,1,3,3,1438.30004882813,811,627.299987792969,0.570999979972839,2336,46,0.277999997138977,0.564000010490417,0.996710002422333,0.00329378992319107,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,63072.00
708155733,0,53,M,2,High School,Single,$120K +,Blue,44,4,2,2,14734,1634,13100,0.989000022411346,1289,23,0.916999995708466,0.111000001430511,0.000110649998532608,0.999890029430389,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,56716.00
708158133,1,45,M,3,College,Married,$80K - $120K,Blue,36,3,2,2,3031,2517,514,0.409000009298325,2188,50,0.388999998569489,0.829999983310699,0.991370022296906,0.00863000005483627,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,78768.00
708160008,0,44,M,1,Uneducated,Married,$120K +,Blue,33,2,2,3,34516,1058,33458,0.734000027179718,7412,84,0.584999978542328,0.0309999994933605,0.000184749995241873,0.999819993972778,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,244596.00
708161133,0,45,M,1,Graduate,Single,$40K - $60K,Blue,32,5,1,2,6629,1389,5240,0.828000009059906,3891,69,0.64300000667572,0.209999993443489,5.16969994350802E-05,0.999949991703033,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,124512.00
708162558,0,64,F,0,Uneducated,Married,Unknown,Blue,54,6,1,2,3250,1992,1258,0.714999973773956,1355,36,0.564999997615814,0.612999975681305,4.85950004076585E-05,0.999949991703033,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,73170.00
708163758,0,41,M,3,Not_Specified,Married,$120K +,Blue,33,2,4,3,34516,638,33878,0.723999977111816,13085,139,0.675000011920929,0.0179999992251396,0.000416960014263168,0.999580025672913,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,431805.00
708170508,1,38,M,2,Graduate,Married,$60K - $80K,Blue,36,2,3,2,1438.30004882813,0,1438.30004882813,0.460999995470047,1651,42,0.5,0,0.994470000267029,0.00553000019863248,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,59436.00
708171858,0,33,F,3,Post-Graduate,Married,$40K - $60K,Blue,28,5,2,3,1864,1081,783,1.41600000858307,2607,44,1.75,0.579999983310699,0.000233729995670728,0.999769985675812,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,72996.00
708173433,0,26,F,1,Not_Specified,Single,$40K - $60K,Blue,14,4,2,4,5645,2324,3321,0.654999971389771,2482,57,0.726999998092651,0.412000000476837,0.00033691999851726,0.999660015106201,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,34748.00
708174708,0,38,M,4,Graduate,Married,$40K - $60K,Blue,27,6,2,4,5535,1276,4259,0.635999977588654,1764,38,0.899999976158142,0.231000006198883,0.000342479994287714,0.999660015106201,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,47628.00
708176208,0,48,F,1,Graduate,Married,$40K - $60K,Blue,36,4,4,1,7268,0,7268,0.690999984741211,4199,80,0.904999971389771,0,0.000123050005640835,0.999880015850067,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,151164.00
708177333,0,51,F,2,High School,Married,Less than $40K,Silver,36,5,3,0,11261,2485,8776,0.736000001430511,1158,26,0.85699999332428,0.221000000834465,5.82840002607554E-05,0.999939978122711,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,41688.00
708178608,0,31,F,0,Graduate,Married,Unknown,Blue,36,4,2,2,2488,0,2488,1.04999995231628,4226,73,0.521000027656555,0,9.76730007096194E-05,0.999899983406067,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,152136.00
708185208,0,27,M,0,Graduate,Single,$40K - $60K,Blue,16,4,1,2,3178,1118,2060,0.64300000667572,2010,31,0.550000011920929,0.351999998092651,4.72630017611664E-05,0.999949991703033,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,32160.00
708186933,1,33,M,1,Graduate,Single,$60K - $80K,Blue,36,4,3,2,1819,725,1094,0.736999988555908,2254,45,0.40599998831749,0.398999989032745,0.994109988212585,0.00589000014588237,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,81144.00
708190158,1,38,F,3,High School,Single,Less than $40K,Blue,26,2,3,0,2920,2426,494,0.982999980449677,2750,41,0.367000013589859,0.830999970436096,0.985279977321625,0.0147200003266335,Low Recency,Low Monetary,Low Frequency,At Risk Customers,High Risk,71500.00
708193008,0,41,M,4,Uneducated,Single,$80K - $120K,Blue,30,3,3,4,14480,0,14480,0.703000009059906,1616,43,0.653999984264374,0,0.000556399987544864,0.999440014362335,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,48480.00
708195633,0,40,M,2,High School,Unknown,$80K - $120K,Silver,32,5,2,3,34516,1182,33334,0.612999975681305,2440,54,0.542999982833862,0.034000001847744,0.00016814999980852,0.999830007553101,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,78080.00
708197358,1,57,M,2,Uneducated,Unknown,$80K - $120K,Blue,48,4,1,3,30543,264,30279,0.882000029087067,7784,63,0.703000009059906,0.00899999961256981,0.989610016345978,0.0103900004178286,High Recency,High Monetary,Low Frequency,Big Spenders,NORMAL,373632.00
708204033,0,36,F,5,Not_Specified,Single,Less than $40K,Blue,24,3,1,1,2980,2093,887,0.522000014781952,4132,70,0.666999995708466,0.702000021934509,3.76909993065055E-05,0.999960005283356,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,99168.00
708205083,0,38,F,1,High School,Married,Less than $40K,Blue,28,6,4,3,1438.30004882813,0,1438.30004882813,0.767000019550323,4815,81,0.652999997138977,0,0.000333589996444061,0.999670028686523,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,134820.00
708207783,0,50,F,3,High School,Single,Less than $40K,Blue,42,1,3,2,1477,0,1477,0.685000002384186,4680,80,0.777999997138977,0,0.000181449999217875,0.999819993972778,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,196560.00
708208758,0,53,M,1,Graduate,Single,$80K - $120K,Blue,45,6,3,2,1826,883,943,0.953000009059906,2199,48,1,0.483999997377396,0.000168829996255226,0.999830007553101,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,98955.00
708211383,0,35,F,3,Graduate,Single,Less than $40K,Blue,27,3,3,3,2664,0,2664,0.731000006198883,3906,74,0.574000000953674,0,0.000313900003675371,0.999689996242523,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,105462.00
708212658,0,38,F,3,Graduate,Married,Less than $40K,Blue,18,6,3,2,2193,1260,933,0.885999977588654,1799,47,0.566999971866608,0.574999988079071,0.000186649995157495,0.999809980392456,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,32382.00
708216108,0,56,F,1,College,Married,$40K - $60K,Blue,44,5,1,4,4088,1557,2531,1.24800002574921,2250,39,0.85699999332428,0.381000012159348,0.000144220000947826,0.999859988689423,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,99000.00
708217758,0,63,M,2,Graduate,Married,$60K - $80K,Blue,49,5,2,3,14035,2061,11974,2.27099990844727,1606,30,1.5,0.146999999880791,0.000191429993719794,0.999809980392456,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,78694.00
708219108,0,49,M,3,College,Divorced,$80K - $120K,Blue,38,2,3,3,9959,1143,8816,0.66100001335144,7300,77,0.638000011444092,0.115000002086163,0.000305190013023093,0.999689996242523,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,277400.00
708219858,0,39,M,2,Graduate,Single,$40K - $60K,Blue,26,6,3,2,6423,0,6423,1.05099999904633,4295,70,0.795000016689301,0,0.000179869995918125,0.999819993972778,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,111670.00
708222558,0,37,F,2,Post-Graduate,Married,Less than $40K,Blue,36,6,2,3,2310,1513,797,0.681999981403351,4191,77,0.833000004291534,0.654999971389771,0.000225249998038635,0.999769985675812,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,150876.00
708223383,1,47,F,3,High School,Married,Unknown,Blue,39,6,3,4,11410,979,10431,1.04900002479553,2736,38,0.462000012397766,0.0860000029206276,0.998080015182495,0.00191647000610828,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,106704.00
708224133,0,61,M,0,Uneducated,Single,$40K - $60K,Blue,49,1,2,3,2228,1480,748,0.532999992370605,4431,71,0.651000022888184,0.663999974727631,0.000168910002685152,0.999830007553101,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,217119.00
708225483,0,47,M,4,Graduate,Married,$80K - $120K,Blue,36,3,2,4,11242,1561,9681,0.828999996185303,4246,81,0.800000011920929,0.138999998569489,0.000342479994287714,0.999660015106201,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,152856.00
708226833,0,53,M,1,High School,Married,$120K +,Gold,44,1,6,3,34516,831,33685,0.726999998092651,13247,107,0.754000008106232,0.0240000002086163,0.000251060002483428,0.999750018119812,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,582868.00
708229308,1,49,F,2,Not_Specified,Married,Less than $40K,Blue,41,5,2,2,3243,0,3243,0.685000002384186,6059,71,0.820999979972839,0,0.992070019245148,0.00793000031262636,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,248419.00
708231183,0,30,M,1,Uneducated,Divorced,Unknown,Blue,22,5,3,4,12539,910,11629,0.856000006198883,2643,72,0.674000024795532,0.0729999989271164,0.000498000008519739,0.999499976634979,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,58146.00
708234558,0,55,F,2,College,Divorced,Less than $40K,Blue,43,5,2,1,2239,1340,899,0.657999992370605,4540,73,0.587000012397766,0.59799998998642,6.67339991196059E-05,0.999930024147034,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,195220.00
708238833,0,57,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,3032,2215,817,0.407999992370605,1387,30,0.578999996185303,0.731000006198883,0.000193109997780994,0.999809980392456,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,49932.00
708241233,1,52,F,3,Post-Graduate,Single,Less than $40K,Blue,47,3,3,2,2972,0,2972,1.0349999666214,922,25,0.561999976634979,0,0.995469987392426,0.00453174021095037,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,43334.00
708242283,0,29,M,1,College,Single,$60K - $80K,Blue,36,5,3,2,5346,0,5346,0.927999973297119,3253,80,0.818000018596649,0,0.000164149998454377,0.999840021133423,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,117108.00
708243483,0,53,M,3,College,Married,$120K +,Blue,43,4,2,5,14938,1155,13783,0.995000004768372,2248,51,0.644999980926514,0.0769999995827675,0.000569980009458959,0.999430000782013,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,96664.00
708244458,0,47,F,2,Not_Specified,Married,Less than $40K,Blue,35,3,3,2,2793,1517,1276,0.712000012397766,3485,72,0.894999980926514,0.542999982833862,0.000197710003703833,0.999800026416779,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,121975.00
708245808,0,35,M,3,Graduate,Married,$60K - $80K,Blue,36,4,1,4,19671,924,18747,0.819999992847443,13908,124,0.675999999046326,0.0469999983906746,0.000163990000146441,0.999840021133423,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,500688.00
708248358,0,42,M,4,Graduate,Unknown,$60K - $80K,Silver,30,3,1,3,29937,0,29937,0.745999991893768,14863,109,0.626999974250793,0,8.77850034157746E-05,0.999909996986389,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,445890.00
708249708,0,48,F,1,Doctorate,Married,Less than $40K,Blue,39,3,3,3,4844,1576,3268,0.809000015258789,1489,48,0.600000023841858,0.324999988079071,0.000410870008636266,0.99958997964859,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,58071.00
708252108,0,64,M,0,College,Single,$40K - $60K,Blue,53,6,3,2,7362,1907,5455,0.693000018596649,4065,65,0.711000025272369,0.25900000333786,0.000150070001836866,0.9998499751091,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,215445.00
708253458,0,59,F,1,Not_Specified,Single,Unknown,Blue,48,4,2,3,5528,1823,3705,0.731000006198883,4857,81,0.72299998998642,0.330000013113022,0.000197510002180934,0.999800026416779,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,233136.00
708254733,0,41,F,4,Post-Graduate,Single,Less than $40K,Blue,36,5,4,1,2968,1873,1095,1.11000001430511,5171,85,0.888999998569489,0.630999982357025,0.000161780000780709,0.999840021133423,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,186156.00
708255633,0,36,M,1,Graduate,Single,$80K - $120K,Blue,27,3,2,4,3761,1710,2051,0.626999974250793,3240,65,0.584999978542328,0.455000013113022,0.000306530011584982,0.999689996242523,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,87480.00
708260208,0,43,F,5,Uneducated,Single,Less than $40K,Blue,36,4,3,2,2057,1279,778,0.561999976634979,4321,76,0.689000010490417,0.621999979019165,0.000190940001630224,0.999809980392456,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,155556.00
708266883,1,34,F,2,Graduate,Single,Less than $40K,Blue,36,1,2,3,1666,0,1666,0.712999999523163,2312,35,0.25,0,0.994799971580505,0.0052000000141561,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,83232.00
708267858,0,65,F,0,High School,Married,$40K - $60K,Blue,36,5,2,3,6088,2145,3943,1.37100005149841,2098,52,0.732999980449677,0.351999998092651,0.000159699993673712,0.999840021133423,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,75528.00
708269583,0,42,F,3,Uneducated,Divorced,Less than $40K,Blue,28,6,2,4,2029,1377,652,0.837999999523163,4014,86,0.685999989509583,0.679000020027161,0.000348409987054765,0.999650001525879,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,112392.00
708271833,0,42,M,3,Graduate,Single,$40K - $60K,Silver,36,3,2,3,15069,1843,13226,0.839999973773956,3464,67,0.558000028133392,0.122000001370907,0.000179490001755767,0.999819993972778,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,124704.00
708272808,0,45,M,5,Graduate,Single,Less than $40K,Blue,36,4,2,1,2718,1474,1244,0.709999978542328,3542,59,0.638999998569489,0.541999995708466,7.08649968146347E-05,0.999930024147034,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,127512.00
708273858,0,40,M,3,Graduate,Divorced,$120K +,Blue,30,3,2,1,34516,0,34516,0.64300000667572,3734,80,0.860000014305115,0,7.122600072762E-05,0.999930024147034,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,112020.00
708276183,1,52,F,3,Post-Graduate,Married,Less than $40K,Blue,45,2,4,1,1760,0,1760,0.046000000089407,1554,35,0.028999999165535,0,0.993789970874786,0.00620999978855252,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,69930.00
708281433,0,57,F,2,Graduate,Married,Less than $40K,Blue,36,5,1,3,1438.30004882813,0,1438.30004882813,0.564999997615814,3848,75,0.704999983310699,0,9.26369975786656E-05,0.999909996986389,High Recency,Low Monetary,High Frequency,Loyal Customers,NORMAL,138528.00
708285108,0,42,M,4,Graduate,Single,$40K - $60K,Blue,36,1,1,2,6128,2239,3889,0.76800000667572,13505,116,0.680999994277954,0.365000009536743,5.77620012336411E-05,0.999939978122711,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,486180.00
708286683,0,57,M,2,Uneducated,Single,$80K - $120K,Blue,43,6,3,1,12045,1749,10296,0.736000001430511,4884,86,0.870000004768372,0.144999995827675,0.000111529996502213,0.999890029430389,High Recency,High Monetary,High Frequency,Best Customers,NORMAL,210012.00
708288108,1,43,M,4,Post-Graduate,Unknown,$80K - $120K,Blue,30,2,5,3,5639,1547,4092,1.08700001239777,647,15,0.363999992609024,0.273999989032745,0.997609972953796,0.00239178002811968,Low Recency,Low Monetary,Low Frequency,At Risk Customers,NORMAL,19410.00
708290208,0,43,F,3,High School,Married,Less than $40K,Silver,31,3,3,4,13608,1190,12418,0.552999973297119,3118,76,0.767000019550323,0.0869999974966049,0.000470339989988133,0.999530017375946,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,96658.00
708291633,0,33,F,2,Doctorate,Unknown,Unknown,Blue,21,3,3,3,4651,2499,2152,0.765999972820282,5097,79,0.795000016689301,0.537000000476837,0.0004377200093586,0.999559998512268,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,107037.00
708292833,0,35,M,2,High School,Single,$120K +,Blue,36,4,2,3,27389,1250,26139,0.640999972820282,2754,60,0.462999999523163,0.046000000089407,0.000186100005521439,0.999809980392456,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,99144.00
708295533,0,65,F,0,Post-Graduate,Married,Less than $40K,Blue,56,5,3,2,3549,1880,1669,0.624000012874603,1215,22,0.570999979972839,0.529999971389771,0.000181619994691573,0.999819993972778,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,68040.00
708296883,0,44,F,3,Graduate,Single,$40K - $60K,Blue,38,3,1,0,11749,788,10961,0.688000023365021,1178,27,0.929000020027161,0.0670000016689301,2.10809994314332E-05,0.999979972839355,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,44764.00
708298233,1,49,F,3,Graduate,Married,Less than $40K,Blue,37,4,2,1,6184,0,6184,0.476000010967255,1756,49,0.324000000953674,0,0.986159980297089,0.0138400001451373,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,64972.00
708300483,1,66,F,0,Doctorate,Married,Unknown,Blue,56,5,4,3,7882,605,7277,1.05200004577637,704,16,0.14300000667572,0.0769999995827675,0.99779999256134,0.00219708005897701,High Recency,Low Monetary,Low Frequency,NULL,NORMAL,39424.00
708301683,1,40,M,2,Uneducated,Married,$80K - $120K,Blue,30,6,2,3,20798,1059,19739,1.04900002479553,8038,90,0.837000012397766,0.0509999990463257,0.994949996471405,0.00504999980330467,Low Recency,High Monetary,High Frequency,Potential Churn Risk,NORMAL,241140.00
708303108,0,50,F,2,Graduate,Married,Less than $40K,Blue,42,5,3,0,1770,1706,64,0.625999987125397,4940,94,0.773999989032745,0.96399998664856,6.63539976812899E-05,0.999930024147034,High Recency,High Monetary,High Frequency,Best Customers,High Risk,207480.00
708307533,0,42,M,2,Uneducated,Married,$60K - $80K,Blue,30,1,2,3,3086,0,3086,0.808000028133392,4129,81,0.88400000333786,0,0.000196830005734228,0.999800026416779,Low Recency,Low Monetary,High Frequency,NULL,NORMAL,123870.00
708313608,0,53,M,3,Not_Specified,Married,$80K - $120K,Blue,43,5,3,0,2464,2116,348,0.744000017642975,2110,43,1.04799997806549,0.859000027179718,7.56829977035522E-05,0.999920010566711,High Recency,Low Monetary,Low Frequency,NULL,High Risk,90730.00
