708229308,High Frequency,High Monetary,Best Customers
708231183,High Frequency,Low Monetary,NULL
708234558,High Frequency,High Monetary,Best Customers
708238833,Low Frequency,Low Monetary,NULL
708241233,Low Frequency,Low Monetary,NULL
708242283,High Frequency,Low Monetary,Loyal Customers
708243483,Low Frequency,Low Monetary,NULL
708244458,High Frequency,Low Monetary,NULL
708245808,High Frequency,High Monetary,Best Customers
708248358,High Frequency,High Monetary,Potential Churn Risk
708249708,Low Frequency,Low Monetary,NULL
708252108,High Frequency,Low Monetary,Loyal Customers
708253458,High Frequency,High Monetary,Best Customers
708254733,High Frequency,High Monetary,Best Customers
708255633,High Frequency,Low Monetary,NULL
708260208,High Frequency,Low Monetary,Loyal Customers
708266883,Low Frequency,Low Monetary,NULL
708267858,Low Frequency,Low Monetary,NULL
708269583,High Frequency,Low Monetary,NULL
708271833,High Frequency,Low Monetary,Loyal Customers
708272808,Low Frequency,Low Monetary,NULL
708273858,High Frequency,Low Monetary,NULL
708276183,Low Frequency,Low Monetary,NULL
708281433,High Frequency,Low Monetary,Loyal Customers
708285108,High Frequency,High Monetary,Best Customers
708286683,High Frequency,High Monetary,Best Customers
708288108,Low Frequency,Low Monetary,At Risk Customers
708290208,High Frequency,Low Monetary,NULL
708291633,High Frequency,High Monetary,Potential Churn Risk
708292833,Low Frequency,Low Monetary,NULL
708295533,Low Frequency,Low Monetary,NULL
708296883,Low Frequency,Low Monetary,NULL
708298233,Low Frequency,Low Monetary,NULL
708300483,Low Frequency,Low Monetary,NULL
708301683,High Frequency,High Monetary,Potential Churn Risk
708303108,High Frequency,High Monetary,Best Customers
708307533,High Frequency,Low Monetary,NULL
708313608,Low Frequency,Low Monetary,NULL
708314808,Low Frequency,Low Monetary,NULL
708316008,Low Frequency,Low Monetary,NULL
708319908,High Frequency,High Monetary,Potential Churn Risk
708323208,Low Frequency,Low Monetary,NULL
708324483,High Frequency,High Monetary,Best Customers
708330858,Low Frequency,Low Monetary,NULL
708331758,Low Frequency,Low Monetary,At Risk Customers
708332808,High Frequency,High Monetary,Best Customers
708334158,Low Frequency,Low Monetary,At Risk Customers
708337683,Low Frequency,Low Monetary,NULL
708338958,High Frequency,Low Monetary,Loyal Customers
708340758,High Frequency,High Monetary,Potential Churn Risk
708341958,High Frequency,High Monetary,Potential Churn Risk
708344358,Low Frequency,Low Monetary,NULL
708347583,Low Frequency,Low Monetary,NULL
708354858,High Frequency,High Monetary,Best Customers
708355683,High Frequency,Low Monetary,Loyal Customers
708357183,Low Frequency,Low Monetary,NULL
708358683,Low Frequency,Low Monetary,At Risk Customers
708360108,High Frequency,High Monetary,Best Customers
708361833,High Frequency,Low Monetary,Loyal Customers
708367908,High Frequency,Low Monetary,Loyal Customers
708369633,High Frequency,High Monetary,Best Customers
708371733,High Frequency,High Monetary,Potential Churn Risk
708373083,Low Frequency,Low Monetary,At Risk Customers
708375858,High Frequency,Low Monetary,Loyal Customers
708376983,Low Frequency,Low Monetary,NULL
708378108,High Frequency,High Monetary,Best Customers
708382083,Low Frequency,Low Monetary,NULL
708384033,Low Frequency,Low Monetary,At Risk Customers
708385533,High Frequency,High Monetary,Best Customers
708386958,Low Frequency,Low Monetary,At Risk Customers
708387933,High Frequency,High Monetary,Best Customers
708390633,High Frequency,Low Monetary,Loyal Customers
708393633,High Frequency,High Monetary,Potential Churn Risk
708394908,High Frequency,Low Monetary,NULL
708396033,High Frequency,High Monetary,Potential Churn Risk
708397008,High Frequency,Low Monetary,Loyal Customers
708398283,Low Frequency,Low Monetary,At Risk Customers
708399858,High Frequency,High Monetary,Potential Churn Risk
708402333,High Frequency,High Monetary,Best Customers
708403308,High Frequency,Low Monetary,NULL
708404883,Low Frequency,Low Monetary,NULL
708406083,High Frequency,High Monetary,Potential Churn Risk
708412758,Low Frequency,Low Monetary,NULL
708414033,High Frequency,Low Monetary,Loyal Customers
708416433,Low Frequency,Low Monetary,NULL
708419733,Low Frequency,High Monetary,Big Spenders
708421833,Low Frequency,Low Monetary,NULL
708423933,Low Frequency,Low Monetary,NULL
708426483,High Frequency,Low Monetary,Loyal Customers
708427908,High Frequency,High Monetary,Best Customers
708428958,High Frequency,High Monetary,Potential Churn Risk
708431433,Low Frequency,Low Monetary,At Risk Customers
708433683,High Frequency,High Monetary,Best Customers
708434733,Low Frequency,Low Monetary,NULL
708438033,Low Frequency,Low Monetary,At Risk Customers
708442158,Low Frequency,Low Monetary,NULL
708445608,Low Frequency,Low Monetary,NULL
708446808,Low Frequency,Low Monetary,NULL
708447858,High Frequency,High Monetary,Best Customers
708450033,High Frequency,High Monetary,Potential Churn Risk
708451233,High Frequency,Low Monetary,Loyal Customers
708453408,Low Frequency,Low Monetary,At Risk Customers
708455883,Low Frequency,Low Monetary,NULL
708459633,Low Frequency,Low Monetary,At Risk Customers
708462258,High Frequency,High Monetary,Best Customers
708469533,High Frequency,Low Monetary,NULL
708472008,High Frequency,High Monetary,Best Customers
708473133,High Frequency,High Monetary,Best Customers
708474333,High Frequency,High Monetary,Potential Churn Risk
708476808,Low Frequency,Low Monetary,NULL
708478233,High Frequency,Low Monetary,Loyal Customers
708480333,Low Frequency,Low Monetary,NULL
708482658,High Frequency,High Monetary,Potential Churn Risk
708483708,High Frequency,Low Monetary,Loyal Customers
708486033,Low Frequency,Low Monetary,NULL
708488208,Low Frequency,Low Monetary,NULL
708489258,High Frequency,Low Monetary,NULL
708491508,High Frequency,Low Monetary,Loyal Customers
708492558,Low Frequency,Low Monetary,NULL
708494583,Low Frequency,Low Monetary,NULL
708496833,High Frequency,High Monetary,Best Customers
708498033,Low Frequency,Low Monetary,NULL
708499608,High Frequency,Low Monetary,Loyal Customers
708500883,High Frequency,High Monetary,Best Customers
708501783,Low Frequency,Low Monetary,NULL
708502908,High Frequency,Low Monetary,Loyal Customers
708504783,Low Frequency,Low Monetary,NULL
708506508,High Frequency,High Monetary,Best Customers
708507483,High Frequency,High Monetary,Potential Churn Risk
708508758,Low Frequency,Low Monetary,NULL
708510858,High Frequency,High Monetary,Best Customers
708511983,High Frequency,Low Monetary,NULL
708513183,Low Frequency,Low Monetary,At Risk Customers
708514383,High Frequency,Low Monetary,NULL
708515358,High Frequency,Low Monetary,Loyal Customers
708516558,High Frequency,Low Monetary,Loyal Customers
708519108,Low Frequency,Low Monetary,At Risk Customers
708522033,High Frequency,High Monetary,Best Customers
708525108,High Frequency,Low Monetary,Loyal Customers
708528483,Low Frequency,Low Monetary,At Risk Customers
708532308,High Frequency,Low Monetary,Loyal Customers
708534033,High Frequency,High Monetary,Best Customers
708535158,High Frequency,High Monetary,Potential Churn Risk
708536283,Low Frequency,Low Monetary,At Risk Customers
708538608,High Frequency,Low Monetary,Loyal Customers
708539583,Low Frequency,Low Monetary,At Risk Customers
708542283,High Frequency,Low Monetary,Loyal Customers
708543258,Low Frequency,Low Monetary,NULL
708545058,High Frequency,High Monetary,Best Customers
708549033,High Frequency,High Monetary,Potential Churn Risk
708551508,High Frequency,High Monetary,Best Customers
708553008,Low Frequency,High Monetary,Big Spenders
708555633,High Frequency,High Monetary,Potential Churn Risk
708557358,Low Frequency,Low Monetary,At Risk Customers
708558408,High Frequency,Low Monetary,NULL
708559533,High Frequency,High Monetary,Best Customers
708560733,High Frequency,High Monetary,Best Customers
708563433,Low Frequency,Low Monetary,NULL
708564858,High Frequency,High Monetary,Potential Churn Risk
708568983,High Frequency,High Monetary,Potential Churn Risk
708572658,High Frequency,High Monetary,Best Customers
708573933,High Frequency,High Monetary,Best Customers
708575058,Low Frequency,Low Monetary,NULL
708577308,Low Frequency,Low Monetary,NULL
708579633,Low Frequency,Low Monetary,At Risk Customers
708580908,Low Frequency,Low Monetary,NULL
708582858,Low Frequency,Low Monetary,At Risk Customers
708584208,Low Frequency,Low Monetary,NULL
708585933,High Frequency,Low Monetary,Loyal Customers
708588408,High Frequency,High Monetary,Best Customers
708590658,Low Frequency,Low Monetary,NULL
708593883,Low Frequency,Low Monetary,At Risk Customers
708595158,Low Frequency,Low Monetary,NULL
708596283,High Frequency,Low Monetary,NULL
708597558,High Frequency,Low Monetary,Loyal Customers
708600033,High Frequency,High Monetary,Best Customers
708602283,High Frequency,Low Monetary,Loyal Customers
708606633,Low Frequency,Low Monetary,NULL
708611733,High Frequency,High Monetary,Potential Churn Risk
708614058,High Frequency,Low Monetary,Loyal Customers
708615183,High Frequency,High Monetary,Potential Churn Risk
708618933,High Frequency,Low Monetary,NULL
708620283,Low Frequency,Low Monetary,At Risk Customers
708621408,High Frequency,Low Monetary,NULL
708623283,Low Frequency,Low Monetary,At Risk Customers
708626058,High Frequency,Low Monetary,NULL
708633783,Low Frequency,Low Monetary,At Risk Customers
708635058,High Frequency,High Monetary,Best Customers
708637758,Low Frequency,Low Monetary,NULL
708642708,Low Frequency,Low Monetary,NULL
708644208,High Frequency,Low Monetary,NULL
708646233,Low Frequency,Low Monetary,NULL
708649683,High Frequency,High Monetary,Best Customers
708651933,Low Frequency,Low Monetary,NULL
708652908,High Frequency,High Monetary,Best Customers
708653958,Low Frequency,Low Monetary,NULL
708654933,Low Frequency,Low Monetary,NULL
708655983,Low Frequency,Low Monetary,NULL
708657033,High Frequency,Low Monetary,Loyal Customers
708660408,Low Frequency,Low Monetary,NULL
708662583,High Frequency,High Monetary,Potential Churn Risk
708664008,Low Frequency,Low Monetary,NULL
708665133,High Frequency,Low Monetary,NULL
708666258,Low Frequency,Low Monetary,NULL
708668283,Low Frequency,Low Monetary,At Risk Customers
708669408,High Frequency,High Monetary,Best Customers
708670608,High Frequency,High Monetary,Best Customers
708671733,High Frequency,Low Monetary,Loyal Customers
708672708,High Frequency,Low Monetary,NULL
708679383,Low Frequency,Low Monetary,At Risk Customers
708680583,High Frequency,High Monetary,Best Customers
708681708,Low Frequency,Low Monetary,NULL
708682908,High Frequency,High Monetary,Potential Churn Risk
708684108,Low Frequency,Low Monetary,At Risk Customers
708687483,Low Frequency,Low Monetary,NULL
708688608,Low Frequency,Low Monetary,NULL
708689958,High Frequency,High Monetary,Best Customers
708692583,Low Frequency,Low Monetary,At Risk Customers
708693558,High Frequency,High Monetary,Best Customers
708694983,High Frequency,High Monetary,Best Customers
708697983,High Frequency,High Monetary,Best Customers
708699108,Low Frequency,High Monetary,Big Spenders
708701358,High Frequency,Low Monetary,Loyal Customers
708702258,Low Frequency,Low Monetary,NULL
708703308,Low Frequency,Low Monetary,At Risk Customers
708704433,High Frequency,Low Monetary,NULL
708705783,Low Frequency,Low Monetary,NULL
708706833,Low Frequency,Low Monetary,NULL
708707808,High Frequency,Low Monetary,Loyal Customers
708708858,Low Frequency,Low Monetary,NULL
708710283,High Frequency,Low Monetary,Loyal Customers
708711483,Low Frequency,Low Monetary,NULL
708712833,High Frequency,High Monetary,Best Customers
708714108,Low Frequency,Low Monetary,At Risk Customers
708720558,Low Frequency,Low Monetary,At Risk Customers
708721533,High Frequency,High Monetary,Best Customers
708722583,Low Frequency,Low Monetary,NULL
708723858,High Frequency,Low Monetary,Loyal Customers
708724908,High Frequency,Low Monetary,NULL
708726708,Low Frequency,Low Monetary,NULL
708727983,Low Frequency,Low Monetary,NULL
708731658,Low Frequency,Low Monetary,NULL
708733983,Low Frequency,Low Monetary,NULL
708735183,Low Frequency,Low Monetary,At Risk Customers
708736608,Low Frequency,Low Monetary,At Risk Customers
708740808,Low Frequency,Low Monetary,NULL
708741633,Low Frequency,Low Monetary,NULL
708744933,Low Frequency,Low Monetary,NULL
708745983,High Frequency,High Monetary,Best Customers
708747708,Low Frequency,Low Monetary,At Risk Customers
708748833,High Frequency,High Monetary,Potential Churn Risk
708753633,High Frequency,High Monetary,Potential Churn Risk
708754833,High Frequency,High Monetary,Best Customers
708757233,High Frequency,Low Monetary,NULL
708758658,High Frequency,Low Monetary,Loyal Customers
708759408,High Frequency,High Monetary,Best Customers
708760458,High Frequency,Low Monetary,Loyal Customers
708761733,Low Frequency,High Monetary,Big Spenders
708765933,High Frequency,High Monetary,Best Customers
708768258,High Frequency,High Monetary,Best Customers
708770883,High Frequency,High Monetary,Potential Churn Risk
708772308,Low Frequency,Low Monetary,At Risk Customers
708773583,Low Frequency,Low Monetary,NULL
708774708,High Frequency,Low Monetary,NULL
708776658,High Frequency,High Monetary,Best Customers
708780783,High Frequency,High Monetary,Potential Churn Risk
708784083,High Frequency,Low Monetary,Loyal Customers
708784908,High Frequency,High Monetary,Potential Churn Risk
708788583,Low Frequency,Low Monetary,NULL
708790833,Low Frequency,Low Monetary,At Risk Customers
708793008,Low Frequency,Low Monetary,At Risk Customers
708794133,Low Frequency,Low Monetary,NULL
708796458,High Frequency,Low Monetary,NULL
708797583,Low Frequency,Low Monetary,At Risk Customers
708798483,Low Frequency,Low Monetary,At Risk Customers
708799983,Low Frequency,Low Monetary,NULL
708801108,Low Frequency,Low Monetary,NULL
708804633,Low Frequency,Low Monetary,NULL
708805908,High Frequency,High Monetary,Potential Churn Risk
708807483,High Frequency,Low Monetary,Loyal Customers
708809283,Low Frequency,Low Monetary,At Risk Customers
708811233,Low Frequency,Low Monetary,At Risk Customers
708812133,High Frequency,Low Monetary,Loyal Customers
708813033,Low Frequency,Low Monetary,NULL
708816408,High Frequency,Low Monetary,NULL
708817608,High Frequency,Low Monetary,NULL
708818508,High Frequency,Low Monetary,NULL
708820308,Low Frequency,Low Monetary,NULL
708821733,High Frequency,High Monetary,Best Customers
708822783,High Frequency,High Monetary,Best Customers
708823908,Low Frequency,Low Monetary,At Risk Customers
708824958,Low Frequency,Low Monetary,NULL
708826158,High Frequency,High Monetary,Potential Churn Risk
708828258,Low Frequency,Low Monetary,NULL
708829758,High Frequency,Low Monetary,Loyal Customers
708831858,Low Frequency,Low Monetary,At Risk Customers
708833133,Low Frequency,Low Monetary,At Risk Customers
708834483,Low Frequency,Low Monetary,At Risk Customers
708837858,High Frequency,High Monetary,Potential Churn Risk
708838908,Low Frequency,Low Monetary,NULL
708841233,High Frequency,High Monetary,Potential Churn Risk
708846183,High Frequency,Low Monetary,NULL
708848208,High Frequency,Low Monetary,Loyal Customers
708849858,High Frequency,Low Monetary,NULL
708856983,Low Frequency,Low Monetary,At Risk Customers
708859158,High Frequency,Low Monetary,Loyal Customers
708860358,Low Frequency,Low Monetary,At Risk Customers
708862233,High Frequency,High Monetary,Potential Churn Risk
708863733,High Frequency,High Monetary,Potential Churn Risk
708864708,Low Frequency,Low Monetary,NULL
708866133,High Frequency,High Monetary,Potential Churn Risk
708867408,Low Frequency,Low Monetary,NULL
708868233,Low Frequency,Low Monetary,NULL
708869283,High Frequency,Low Monetary,Loyal Customers
708870408,Low Frequency,Low Monetary,NULL
708871158,Low Frequency,Low Monetary,NULL
708873183,High Frequency,High Monetary,Best Customers
708874533,Low Frequency,Low Monetary,NULL
708876183,High Frequency,Low Monetary,Loyal Customers
708877458,High Frequency,High Monetary,Potential Churn Risk
708878508,Low Frequency,Low Monetary,NULL
708879483,High Frequency,High Monetary,Best Customers
708880683,High Frequency,High Monetary,Best Customers
708881583,High Frequency,High Monetary,Best Customers
708884658,High Frequency,High Monetary,Potential Churn Risk
708885558,Low Frequency,Low Monetary,NULL
708886533,High Frequency,Low Monetary,Loyal Customers
708887433,Low Frequency,Low Monetary,NULL
708888633,Low Frequency,Low Monetary,NULL
708890133,High Frequency,High Monetary,Potential Churn Risk
708890958,High Frequency,Low Monetary,Loyal Customers
708892833,Low Frequency,Low Monetary,At Risk Customers
708894183,High Frequency,High Monetary,Best Customers
708895158,Low Frequency,Low Monetary,At Risk Customers
708897408,High Frequency,High Monetary,Best Customers
708899283,High Frequency,High Monetary,Potential Churn Risk
708900408,High Frequency,Low Monetary,NULL
708902883,Low Frequency,Low Monetary,NULL
708905733,High Frequency,High Monetary,Potential Churn Risk
708907833,High Frequency,High Monetary,Potential Churn Risk
708908883,High Frequency,High Monetary,Potential Churn Risk
708911508,High Frequency,Low Monetary,Loyal Customers
708913233,Low Frequency,Low Monetary,At Risk Customers
708916083,Low Frequency,Low Monetary,NULL
708917133,High Frequency,High Monetary,Potential Churn Risk
708918558,Low Frequency,Low Monetary,NULL
708923658,High Frequency,High Monetary,Potential Churn Risk
708924783,Low Frequency,Low Monetary,NULL
708927108,Low Frequency,Low Monetary,NULL
708928008,High Frequency,Low Monetary,Loyal Customers
708928908,High Frequency,High Monetary,Potential Churn Risk
708931908,Low Frequency,Low Monetary,NULL
708937608,High Frequency,High Monetary,Potential Churn Risk
708938508,Low Frequency,Low Monetary,NULL
708942408,High Frequency,High Monetary,Best Customers
708944958,High Frequency,High Monetary,Best Customers
708946008,Low Frequency,Low Monetary,NULL
708947208,High Frequency,Low Monetary,NULL
708948483,High Frequency,High Monetary,Best Customers
708949908,Low Frequency,Low Monetary,NULL
708952758,High Frequency,High Monetary,Potential Churn Risk
708953883,Low Frequency,Low Monetary,NULL
708957183,Low Frequency,Low Monetary,NULL
708959583,High Frequency,Low Monetary,Loyal Customers
708960858,High Frequency,High Monetary,Potential Churn Risk
708963258,High Frequency,High Monetary,Best Customers
708964683,High Frequency,High Monetary,Best Customers
708967608,Low Frequency,Low Monetary,NULL
708968733,High Frequency,High Monetary,Best Customers
708969633,High Frequency,High Monetary,Best Customers
708971583,Low Frequency,Low Monetary,At Risk Customers
708972783,Low Frequency,Low Monetary,NULL
708974283,High Frequency,High Monetary,Potential Churn Risk
708976908,Low Frequency,Low Monetary,NULL
708980283,Low Frequency,Low Monetary,At Risk Customers
708982158,High Frequency,High Monetary,Best Customers
708983658,Low Frequency,Low Monetary,NULL
708989358,High Frequency,Low Monetary,NULL
708992733,High Frequency,High Monetary,Best Customers
708995283,High Frequency,High Monetary,Best Customers
708996708,High Frequency,High Monetary,Best Customers
708997833,Low Frequency,Low Monetary,NULL
708998583,High Frequency,Low Monetary,Loyal Customers
709000008,Low Frequency,Low Monetary,NULL
709005633,Low Frequency,Low Monetary,NULL
709007883,High Frequency,High Monetary,Potential Churn Risk
709008708,High Frequency,High Monetary,Potential Churn Risk
709009833,High Frequency,High Monetary,Best Customers
709012083,Low Frequency,Low Monetary,At Risk Customers
709013208,High Frequency,High Monetary,Best Customers
709014558,High Frequency,Low Monetary,Loyal Customers
709015833,High Frequency,High Monetary,Best Customers
709017258,Low Frequency,Low Monetary,NULL
709019283,High Frequency,High Monetary,Best Customers
709022883,High Frequency,Low Monetary,Loyal Customers
709025583,Low Frequency,Low Monetary,NULL
709028208,Low Frequency,Low Monetary,NULL
709029408,Low Frequency,Low Monetary,NULL
709035708,Low Frequency,Low Monetary,NULL
709039533,Low Frequency,Low Monetary,At Risk Customers
709040508,Low Frequency,Low Monetary,NULL
709042908,High Frequency,Low Monetary,Loyal Customers
709044183,Low Frequency,Low Monetary,At Risk Customers
709045683,Low Frequency,Low Monetary,At Risk Customers
709046958,High Frequency,High Monetary,Best Customers
709051533,High Frequency,High Monetary,Potential Churn Risk
709052883,High Frequency,High Monetary,Best Customers
709054083,High Frequency,High Monetary,Potential Churn Risk
709056558,Low Frequency,Low Monetary,At Risk Customers
709058808,Low Frequency,Low Monetary,NULL
709061658,High Frequency,High Monetary,Potential Churn Risk
709064208,Low Frequency,Low Monetary,At Risk Customers
709065483,High Frequency,High Monetary,Potential Churn Risk
709066983,High Frequency,High Monetary,Best Customers
709068183,High Frequency,High Monetary,Best Customers
709071408,High Frequency,High Monetary,Best Customers
709074108,High Frequency,Low Monetary,NULL
709075533,High Frequency,High Monetary,Potential Churn Risk
709077933,Low Frequency,High Monetary,NULL
709078908,High Frequency,High Monetary,Potential Churn Risk
709079883,Low Frequency,Low Monetary,NULL
709080783,High Frequency,High Monetary,Best Customers
709081683,High Frequency,Low Monetary,Loyal Customers
709082808,High Frequency,High Monetary,Best Customers
709085358,High Frequency,Low Monetary,Loyal Customers
709086933,High Frequency,Low Monetary,NULL
709087983,High Frequency,High Monetary,Potential Churn Risk
709094358,High Frequency,High Monetary,Best Customers
709096908,Low Frequency,Low Monetary,NULL
709098108,High Frequency,High Monetary,Potential Churn Risk
709100283,Low Frequency,Low Monetary,At Risk Customers
709101258,Low Frequency,Low Monetary,At Risk Customers
709102458,Low Frequency,Low Monetary,NULL
709103358,Low Frequency,Low Monetary,NULL
709104333,Low Frequency,Low Monetary,NULL
709106358,Low Frequency,Low Monetary,At Risk Customers
709108533,High Frequency,High Monetary,Potential Churn Risk
709110633,Low Frequency,Low Monetary,At Risk Customers
709112508,Low Frequency,Low Monetary,NULL
709117533,Low Frequency,Low Monetary,NULL
709120008,Low Frequency,Low Monetary,NULL
709121283,Low Frequency,Low Monetary,NULL
709122483,Low Frequency,Low Monetary,NULL
709123908,High Frequency,High Monetary,Best Customers
709124883,High Frequency,High Monetary,Best Customers
709126833,High Frequency,Low Monetary,Loyal Customers
709127808,Low Frequency,Low Monetary,At Risk Customers
709131033,High Frequency,Low Monetary,Loyal Customers
709134333,High Frequency,High Monetary,Potential Churn Risk
709137558,High Frequency,High Monetary,Best Customers
709140858,High Frequency,High Monetary,Best Customers
709141908,High Frequency,High Monetary,Best Customers
709143183,Low Frequency,Low Monetary,NULL
709145958,Low Frequency,Low Monetary,NULL
709149408,Low Frequency,Low Monetary,NULL
709150608,Low Frequency,Low Monetary,At Risk Customers
709153008,High Frequency,High Monetary,Best Customers
709157133,Low Frequency,Low Monetary,At Risk Customers
709158333,High Frequency,Low Monetary,NULL
709159308,High Frequency,High Monetary,Potential Churn Risk
709161108,Low Frequency,Low Monetary,At Risk Customers
709163358,Low Frequency,Low Monetary,At Risk Customers
709164408,Low Frequency,Low Monetary,At Risk Customers
709165533,High Frequency,Low Monetary,Loyal Customers
709166883,High Frequency,Low Monetary,NULL
709169133,High Frequency,Low Monetary,NULL
709170108,Low Frequency,Low Monetary,NULL
709171308,High Frequency,High Monetary,Potential Churn Risk
709173108,Low Frequency,Low Monetary,NULL
709175208,High Frequency,High Monetary,Best Customers
709176108,High Frequency,High Monetary,Best Customers
709178733,Low Frequency,Low Monetary,NULL
709179708,High Frequency,Low Monetary,Loyal Customers
709183683,Low Frequency,Low Monetary,NULL
709185108,Low Frequency,Low Monetary,At Risk Customers
709186983,Low Frequency,Low Monetary,NULL
709188108,High Frequency,High Monetary,Potential Churn Risk
709192233,Low Frequency,Low Monetary,NULL
709198158,Low Frequency,Low Monetary,NULL
709199358,Low Frequency,Low Monetary,NULL
709200633,High Frequency,High Monetary,Best Customers
709204158,Low Frequency,Low Monetary,At Risk Customers
709206333,Low Frequency,Low Monetary,At Risk Customers
709207458,Low Frequency,Low Monetary,At Risk Customers
709208808,High Frequency,Low Monetary,Loyal Customers
709210833,High Frequency,High Monetary,Best Customers
709212183,Low Frequency,Low Monetary,NULL
709213458,High Frequency,High Monetary,Best Customers
709214358,Low Frequency,Low Monetary,At Risk Customers
709215708,High Frequency,Low Monetary,Loyal Customers
709216533,Low Frequency,Low Monetary,NULL
709217358,Low Frequency,Low Monetary,NULL
709219533,Low Frequency,Low Monetary,NULL
709220583,Low Frequency,Low Monetary,At Risk Customers
709222008,Low Frequency,Low Monetary,At Risk Customers
709224033,Low Frequency,Low Monetary,NULL
709224858,Low Frequency,Low Monetary,NULL
709225758,High Frequency,High Monetary,Best Customers
709227033,High Frequency,Low Monetary,Loyal Customers
709229358,High Frequency,High Monetary,Best Customers
709230708,Low Frequency,Low Monetary,NULL
709231683,High Frequency,High Monetary,Potential Churn Risk
709232808,Low Frequency,Low Monetary,At Risk Customers
709235058,High Frequency,High Monetary,Best Customers
709236633,Low Frequency,Low Monetary,At Risk Customers
709238358,High Frequency,High Monetary,Best Customers
709239483,High Frequency,High Monetary,Best Customers
709243533,High Frequency,High Monetary,Best Customers
709245783,High Frequency,High Monetary,Potential Churn Risk
709246683,High Frequency,Low Monetary,Loyal Customers
709247808,High Frequency,High Monetary,Best Customers
709249083,Low Frequency,High Monetary,NULL
709250508,High Frequency,High Monetary,Best Customers
709253433,Low Frequency,Low Monetary,NULL
709257708,High Frequency,High Monetary,Best Customers
709259958,High Frequency,High Monetary,Best Customers
709261383,High Frequency,High Monetary,Best Customers
709265208,Low Frequency,High Monetary,Big Spenders
709267308,Low Frequency,Low Monetary,NULL
709269708,High Frequency,High Monetary,Potential Churn Risk
709272333,High Frequency,High Monetary,Best Customers
709273383,High Frequency,Low Monetary,Loyal Customers
709274583,High Frequency,High Monetary,Potential Churn Risk
709275558,Low Frequency,Low Monetary,NULL
709276908,High Frequency,Low Monetary,NULL
709278258,Low Frequency,Low Monetary,NULL
709279608,High Frequency,Low Monetary,NULL
709283358,Low Frequency,Low Monetary,At Risk Customers
709284333,Low Frequency,Low Monetary,At Risk Customers
709285683,High Frequency,High Monetary,Potential Churn Risk
709288383,High Frequency,Low Monetary,NULL
